ID;Mun/UF;MUNICIPIO;UF;LATITUDE;LONGITUDE
1695;IPIACU - MG;IPIACU;MG;-18,69;-49,94
2743;SOLANEA - PB;SOLANEA;PB;-6,77;-35,69
2998;CASTELO DO PIAUI - PI;CASTELO DO PIAUI;PI;-5,32;-41,55
5090;NATIVIDADE DA SERRA - SP;NATIVIDADE DA SERRA;SP;-23,37;-45,44
2590;CASSERENGUE - PB;CASSERENGUE;PB;-6,75;-35,71
5010;JAMBEIRO - SP;JAMBEIRO;SP;-23,25;-45,68
2571;BORBOREMA - PB;BORBOREMA;PB;-6,8;-35,62
5427;GOIATINS - TO;GOIATINS;TO;-7,71;-47,31
5016;JOANOPOLIS - SP;JOANOPOLIS;SP;-22,93;-46,27
2602;CUITE - PB;CUITE;PB;-6,48;-36,15
3795;SAO VICENTE - RN;SAO VICENTE;RN;-6,21;-36,68
1191;FERNANDO FALCAO - MA;FERNANDO FALCAO;MA;-6,15;-44,89
2662;NOVA FLORESTA - PB;NOVA FLORESTA;PB;-6,45;-36,2
2680;PILOEZINHOS - PB;PILOEZINHOS;PB;-6,85;-35,52
4931;GUARACI - SP;GUARACI;SP;-20,49;-48,94
935;CASTELANDIA - GO;CASTELANDIA;GO;-18,09;-50,2
5004;JABOTICABAL - SP;JABOTICABAL;SP;-21,25;-48,32
4938;GUARIBA - SP;GUARIBA;SP;-21,36;-48,22
5285;SAO JOSE DOS CAMPOS - SP;SAO JOSE DOS CAMPOS;SP;-23,17;-45,88
5077;MONTE ALEGRE DO SUL - SP;MONTE ALEGRE DO SUL;SP;-22,68;-46,68
2600;CRUZ DO ESPIRITO SANTO - PB;CRUZ DO ESPIRITO SANTO;PB;-7,14;-35,08
5320;TAIUVA - SP;TAIUVA;SP;-21,12;-48,45
5080;MONTE AZUL PAULISTA - SP;MONTE AZUL PAULISTA;SP;-20,9;-48,64
4863;CONCHAL - SP;CONCHAL;SP;-22,33;-47,17
2617;GUARABIRA - PB;GUARABIRA;PB;-6,85;-35,49
1110;TURVELANDIA - GO;TURVELANDIA;GO;-17,85;-50,3
2596;CONDE - PB;CONDE;PB;-7,26;-34,9
3721;JUCURUTU - RN;JUCURUTU;RN;-6,03;-37,02
3697;FLORANIA - RN;FLORANIA;RN;-6,12;-36,81
3710;JACANA - RN;JACANA;RN;-6,42;-36,2
2556;BANANEIRAS - PB;BANANEIRAS;PB;-6,75;-35,63
3689;CURRAIS NOVOS - RN;CURRAIS NOVOS;RN;-6,26;-36,51
5359;VARGEM - SP;VARGEM;SP;-22,88;-46,41
3058;LAGOA DO PIAUI - PI;LAGOA DO PIAUI;PI;-5,41;-42,64
5157;PINHALZINHO - SP;PINHALZINHO;SP;-22,77;-46,59
1715;ITAPAGIPE - MG;ITAPAGIPE;MG;-19,9;-49,38
5029;LEME - SP;LEME;SP;-22,18;-47,39
2579;CACIMBA DE DENTRO - PB;CACIMBA DE DENTRO;PB;-6,64;-35,79
1014;MATRINCHA - GO;MATRINCHA;GO;-15,44;-50,74
5244;SANTA CRUZ DA CONCEICAO - SP;SANTA CRUZ DA CONCEICAO;SP;-22,14;-47,45
1667;GURINHATA - MG;GURINHATA;MG;-19,21;-49,78
3809;TENENTE LAURENTINO CRUZ - RN;TENENTE LAURENTINO CRUZ;RN;-6,14;-36,71
5217;RINCAO - SP;RINCAO;SP;-21,58;-48,07
1235;MATOES - MA;MATOES;MA;-5,51;-43,19
5086;MOTUCA - SP;MOTUCA;SP;-21,5;-48,15
1040;NOVO BRASIL - GO;NOVO BRASIL;GO;-16,03;-50,71
3681;CARAUBAS - RN;CARAUBAS;RN;-5,79;-37,55
3083;NOVO SANTO ANTONIO - PI;NOVO SANTO ANTONIO;PI;-5,28;-41,93
3686;CORONEL EZEQUIEL - RN;CORONEL EZEQUIEL;RN;-6,38;-36,21
1214;JATOBA - MA;JATOBA;MA;-5,81;-44,22
5507;TUPIRATINS - TO;TUPIRATINS;TO;-8,39;-48,11
2607;DAMIAO - PB;DAMIAO;PB;-6,55;-35,89
975;GOUVELANDIA - GO;GOUVELANDIA;GO;-18,64;-50,06
5417;DIVINOPOLIS DO TOCANTINS - TO;DIVINOPOLIS DO TOCANTINS;TO;-9,8;-49,21
922;CACHOEIRA DE GOIAS - GO;CACHOEIRA DE GOIAS;GO;-16,66;-50,64
5319;TAIACU - SP;TAIACU;SP;-21,14;-48,51
5433;ITAPIRATINS - TO;ITAPIRATINS;TO;-8,38;-48,11
1639;FRONTEIRA - MG;FRONTEIRA;MG;-20,26;-49,19
4747;AMPARO - SP;AMPARO;SP;-22,7;-46,76
3668;AUGUSTO SEVERO - RN;AUGUSTO SEVERO;RN;-5,86;-37,31
5428;GUARAI - TO;GUARAI;TO;-8,83;-48,51
5264;SANTO ANTONIO DE POSSE - SP;SANTO ANTONIO DE POSSE;SP;-22,6;-46,91
5306;SEVERINIA - SP;SEVERINIA;SP;-20,8;-48,8
2681;PIRPIRITUBA - PB;PIRPIRITUBA;PB;-6,78;-35,49
2547;ARACAGI - PB;ARACAGI;PB;-6,85;-35,38
1015;MAURILANDIA - GO;MAURILANDIA;GO;-17,97;-50,33
5128;PARAIBUNA - SP;PARAIBUNA;SP;-23,38;-45,66
3015;DEMERVAL LOBAO - PI;DEMERVAL LOBAO;PI;-5,35;-42,67
2562;BELEM - PB;BELEM;PB;-6,74;-35,51
2706;SANTA RITA - PB;SANTA RITA;PB;-7,11;-34,97
624;ALTO SANTO - CE;ALTO SANTO;CE;-5,52;-38,27
2603;CUITE DE MAMANGUAPE - PB;CUITE DE MAMANGUAPE;PB;-6,91;-35,25
5140;PAULO DE FARIA - SP;PAULO DE FARIA;SP;-20,03;-49,38
3665;APODI - RN;APODI;RN;-5,66;-37,79
4736;ALTAIR - SP;ALTAIR;SP;-20,52;-49,05
666;CRATEUS - CE;CRATEUS;CE;-5,17;-40,67
1194;FORTUNA - MA;FORTUNA;MA;-5,73;-44,15
4954;ICEM - SP;ICEM;SP;-20,34;-49,19
2561;BAYEUX - PB;BAYEUX;PB;-7,12;-34,93
5371;ABREULANDIA - TO;ABREULANDIA;TO;-9,62;-49,15
3714;JAPI - RN;JAPI;RN;-6,46;-35,94
5110;OLIMPIA - SP;OLIMPIA;SP;-20,73;-48,91
5343;TUIUTI - SP;TUIUTI;SP;-22,81;-46,69
3814;TRIUNFO POTIGUAR - RN;TRIUNFO POTIGUAR;RN;-5,86;-37,18
2950;ALTO LONGA - PI;ALTO LONGA;PI;-5,25;-42,21
4831;CAJOBI - SP;CAJOBI;SP;-20,88;-48,8
5252;SANTA LUCIA - SP;SANTA LUCIA;SP;-21,68;-48,08
2741;SERTAOZINHO - PB;SERTAOZINHO;PB;-6,75;-35,44
5078;MONTE ALTO - SP;MONTE ALTO;SP;-21,26;-48,49
1019;MOIPORA - GO;MOIPORA;GO;-16,54;-50,73
963;FAZENDA NOVA - GO;FAZENDA NOVA;GO;-16,18;-50,78
5160;PIRACAIA - SP;PIRACAIA;SP;-23,05;-46,35
2549;ARARUNA - PB;ARARUNA;PB;-6,55;-35,74
5164;PIRANGI - SP;PIRANGI;SP;-21,09;-48,65
3052;JUAZEIRO DO PIAUI - PI;JUAZEIRO DO PIAUI;PI;-5,17;-41,7
2610;DONA INES - PB;DONA INES;PB;-6,61;-35,63
2587;CAPIM - PB;CAPIM;PB;-6,91;-35,17
3781;SAO BENTO DO TRAIRI - RN;SAO BENTO DO TRAIRI;RN;-6,34;-36,08
4812;BRAGANCA PAULISTA - SP;BRAGANCA PAULISTA;SP;-22,95;-46,54
5113;ORINDIUVA - SP;ORINDIUVA;SP;-20,18;-49,35
4897;ENGENHEIRO COELHO - SP;ENGENHEIRO COELHO;SP;-22,48;-47,21
638;BANABUIU - CE;BANABUIU;CE;-5,31;-38,92
5005;JACAREI - SP;JACAREI;SP;-23,3;-45,96
4763;ARARAS - SP;ARARAS;SP;-22,35;-47,38
4748;ANALANDIA - SP;ANALANDIA;SP;-22,12;-47,66
4958;IGARATA - SP;IGARATA;SP;-23,2;-46,15
2630;JOAO PESSOA - PB;JOAO PESSOA;PB;-7,11;-34,86
4745;AMERICO BRASILIENSE - SP;AMERICO BRASILIENSE;SP;-21,72;-48,1
5366;VISTA ALEGRE DO ALTO - SP;VISTA ALEGRE DO ALTO;SP;-21,17;-48,62
2626;ITAPOROROCA - PB;ITAPOROROCA;PB;-6,83;-35,24
4944;HOLAMBRA - SP;HOLAMBRA;SP;-22,63;-47,05
5129;PARAISO - SP;PARAISO;SP;-21,01;-48,77
5145;PEDREIRA - SP;PEDREIRA;SP;-22,74;-46,9
1007;JUSSARA - GO;JUSSARA;GO;-15,86;-50,86
2737;SERRA DA RAIZ - PB;SERRA DA RAIZ;PB;-6,68;-35,44
2024;SANTA VITORIA - MG;SANTA VITORIA;MG;-18,83;-50,12
5248;SANTA ERNESTINA - SP;SANTA ERNESTINA;SP;-21,46;-48,39
2693;RIACHAO - PB;RIACHAO;PB;-6,55;-35,64
4846;CARAGUATATUBA - SP;CARAGUATATUBA;SP;-23,62;-45,41
1190;FEIRA NOVA DO MARANHAO - MA;FEIRA NOVA DO MARANHAO;MA;-6,96;-46,68
3695;FELIPE GUERRA - RN;FELIPE GUERRA;RN;-5,6;-37,68
5008;JAGUARIUNA - SP;JAGUARIUNA;SP;-22,7;-46,98
3679;CAMPO REDONDO - RN;CAMPO REDONDO;RN;-6,24;-36,18
5242;SANTA BRANCA - SP;SANTA BRANCA;SP;-23,39;-45,88
3725;LAGOA NOVA - RN;LAGOA NOVA;RN;-6,09;-36,46
4769;ARTUR NOGUEIRA - SP;ARTUR NOGUEIRA;SP;-22,57;-47,17
1000;IVOLANDIA - GO;IVOLANDIA;GO;-16,6;-50,79
2611;DUAS ESTRADAS - PB;DUAS ESTRADAS;PB;-6,68;-35,41
4893;EMBAUBA - SP;EMBAUBA;SP;-20,98;-48,83
767;QUIXERAMOBIM - CE;QUIXERAMOBIM;CE;-5,19;-39,29
4868;CORUMBATAI - SP;CORUMBATAI;SP;-22,22;-47,62
3740;MONTE DAS GAMELEIRAS - RN;MONTE DAS GAMELEIRAS;RN;-6,44;-35,78
646;BOA VIAGEM - CE;BOA VIAGEM;CE;-5,12;-39,73
1310;SAO PEDRO DOS CRENTES - MA;SAO PEDRO DOS CRENTES;MA;-6,82;-46,53
4882;DOBRADA - SP;DOBRADA;SP;-21,51;-48,39
5326;TAQUARITINGA - SP;TAQUARITINGA;SP;-21,4;-48,5
5274;SAO CARLOS - SP;SAO CARLOS;SP;-22,01;-47,89
5085;MORUNGABA - SP;MORUNGABA;SP;-22,88;-46,79
2637;LAGOA DE DENTRO - PB;LAGOA DE DENTRO;PB;-6,67;-35,37
3748;PARAU - RN;PARAU;RN;-5,77;-37,1
2645;MAMANGUAPE - PB;MAMANGUAPE;PB;-6,83;-35,12
5123;PALMARES PAULISTA - SP;PALMARES PAULISTA;SP;-21,08;-48,8
2641;LOGRADOURO - PB;LOGRADOURO;PB;-6,61;-35,44
3777;SANTANA DO MATOS - RN;SANTANA DO MATOS;RN;-5,95;-36,65
1085;SANTO ANTONIO DA BARRA - GO;SANTO ANTONIO DA BARRA;GO;-17,56;-50,63
5418;DOIS IRMAOS DO TOCANTINS - TO;DOIS IRMAOS DO TOCANTINS;TO;-9,25;-49,06
4949;IBATE - SP;IBATE;SP;-21,95;-47,99
2748;TACIMA - PB;TACIMA;PB;-6,48;-35,63
5477;PRESIDENTE KENNEDY - TO;PRESIDENTE KENNEDY;TO;-8,53;-48,5
2605;CURRAL DE CIMA - PB;CURRAL DE CIMA;PB;-6,71;-35,26
4805;BOM JESUS DOS PERDOES - SP;BOM JESUS DOS PERDOES;SP;-23,13;-46,46
4762;ARARAQUARA - SP;ARARAQUARA;SP;-21,79;-48,17
5057;MATAO - SP;MATAO;SP;-21,6;-48,36
5392;BARRA DO OURO - TO;BARRA DO OURO;TO;-7,68;-47,68
5091;NAZARE PAULISTA - SP;NAZARE PAULISTA;SP;-23,18;-46,39
4869;COSMOPOLIS - SP;COSMOPOLIS;SP;-22,64;-47,19
989;ISRAELANDIA - GO;ISRAELANDIA;GO;-16,31;-50,9
4905;FERNANDO PRESTES - SP;FERNANDO PRESTES;SP;-21,26;-48,68
4841;CANDIDO RODRIGUES - SP;CANDIDO RODRIGUES;SP;-21,32;-48,63
5105;NOVAIS - SP;NOVAIS;SP;-20,99;-48,91
1078;SANTA HELENA DE GOIAS - GO;SANTA HELENA DE GOIAS;GO;-17,81;-50,59
3798;SERRA DE SAO BENTO - RN;SERRA DE SAO BENTO;RN;-6,41;-35,7
3793;SAO RAFAEL - RN;SAO RAFAEL;RN;-5,79;-36,92
4935;GUARAREMA - SP;GUARAREMA;SP;-23,41;-46,03
2576;CABEDELO - PB;CABEDELO;PB;-6,98;-34,83
2698;RIO TINTO - PB;RIO TINTO;PB;-6,8;-35,08
3775;SANTA CRUZ - RN;SANTA CRUZ;RN;-6,22;-36,02
4773;ATIBAIA - SP;ATIBAIA;SP;-23,11;-46,55
5251;SANTA ISABEL - SP;SANTA ISABEL;SP;-23,31;-46,22
4768;ARIRANHA - SP;ARIRANHA;SP;-21,18;-48,78
3752;PASSA E FICA - RN;PASSA E FICA;RN;-6,43;-35,64
5461;PALMEIRANTE - TO;PALMEIRANTE;TO;-7,86;-47,92
4865;CORDEIROPOLIS - SP;CORDEIROPOLIS;SP;-22,48;-47,45
3685;CERRO CORA - RN;CERRO CORA;RN;-6,04;-36,34
1004;JAUPACI - GO;JAUPACI;GO;-16,17;-50,95
3816;UPANEMA - RN;UPANEMA;RN;-5,64;-37,25
5232;SALESOPOLIS - SP;SALESOPOLIS;SP;-23,53;-45,84
4962;ILHABELA - SP;ILHABELA;SP;-23,77;-45,35
2297;COCALINHO - MT;COCALINHO;MT;-14,39;-50,99
3728;LAJES PINTADAS - RN;LAJES PINTADAS;RN;-6,15;-36,11
2675;PEDRO REGIS - PB;PEDRO REGIS;PB;-6,63;-35,29
5100;NOVA GRANADA - SP;NOVA GRANADA;SP;-20,53;-49,31
2581;CAICARA - PB;CAICARA;PB;-6,55;-35,41
5219;RIO CLARO - SP;RIO CLARO;SP;-22,41;-47,56
5294;SAO SEBASTIAO - SP;SAO SEBASTIAO;SP;-23,76;-45,41
3673;BODO - RN;BODO;RN;-5,98;-36,41
5250;SANTA GERTRUDES - SP;SANTA GERTRUDES;SP;-22,45;-47,53
5222;RIOLANDIA - SP;RIOLANDIA;SP;-19,99;-49,68
2628;JACARAU - PB;JACARAU;PB;-6,61;-35,29
5031;LIMEIRA - SP;LIMEIRA;SP;-22,56;-47,4
3003;COIVARAS - PI;COIVARAS;PI;-5,06;-42,36
5122;PALESTINA - SP;PALESTINA;SP;-20,39;-49,43
2642;LUCENA - PB;LUCENA;PB;-6,9;-34,86
5111;ONDA VERDE - SP;ONDA VERDE;SP;-20,6;-49,29
5409;COLMEIA - TO;COLMEIA;TO;-8,72;-48,76
2052;SAO FRANCISCO DE SALES - MG;SAO FRANCISCO DE SALES;MG;-19,86;-49,77
5138;PAULINIA - SP;PAULINIA;SP;-22,76;-47,15
779;SAO JOAO DO JAGUARIBE - CE;SAO JOAO DO JAGUARIBE;CE;-5,27;-38,27
1068;QUIRINOPOLIS - GO;QUIRINOPOLIS;GO;-18,44;-50,45
1295;SAO DOMINGOS DO MARANHAO - MA;SAO DOMINGOS DO MARANHAO;MA;-5,57;-44,38
1200;GOVERNADOR LUIZ ROCHA - MA;GOVERNADOR LUIZ ROCHA;MA;-5,46;-44,07
5396;BRASILANDIA DO TOCANTINS - TO;BRASILANDIA DO TOCANTINS;TO;-8,38;-48,48
5314;TABAPUA - SP;TABAPUA;SP;-20,96;-49,03
5239;SANTA ADELIA - SP;SANTA ADELIA;SP;-21,24;-48,8
4995;ITATIBA - SP;ITATIBA;SP;-23;-46,83
2647;MARCACAO - PB;MARCACAO;PB;-6,77;-35,01
3722;LAGOA D'ANTA - RN;LAGOA D'ANTA;RN;-6,39;-35,59
4997;ITIRAPINA - SP;ITIRAPINA;SP;-22,25;-47,82
3787;SAO JOSE DO CAMPESTRE - RN;SAO JOSE DO CAMPESTRE;RN;-6,31;-35,71
1192;FORMOSA DA SERRA NEGRA - MA;FORMOSA DA SERRA NEGRA;MA;-6,43;-46,19
905;ARUANA - GO;ARUANA;GO;-14,92;-51,08
3744;NOVA CRUZ - RN;NOVA CRUZ;RN;-6,47;-35,43
5434;ITAPORA DO TOCANTINS - TO;ITAPORA DO TOCANTINS;TO;-8,57;-48,68
5013;JARINU - SP;JARINU;SP;-23,1;-46,72
2951;ALTOS - PI;ALTOS;PI;-5,03;-42,46
695;IPAPORANGA - CE;IPAPORANGA;CE;-4,9;-40,75
1170;CAROLINA - MA;CAROLINA;MA;-7,33;-47,46
5156;PINDORAMA - SP;PINDORAMA;SP;-21,18;-48,9
1324;TIMON - MA;TIMON;MA;-5,09;-42,83
3157;TERESINA - PI;TERESINA;PI;-5,08;-42,8
3702;GOVERNADOR DIX-SEPT ROSADO - RN;GOVERNADOR DIX-SEPT ROSADO;RN;-5,45;-37,52
4927;GUAPIACU - SP;GUAPIACU;SP;-20,79;-49,22
4834;CAMPINAS - SP;CAMPINAS;SP;-22,9;-47,06
5423;FILADELFIA - TO;FILADELFIA;TO;-7,33;-47,49
4852;CATANDUVA - SP;CATANDUVA;SP;-21,13;-48,97
3150;SIGEFREDO PACHECO - PI;SIGEFREDO PACHECO;PI;-4,91;-41,73
785;TABULEIRO DO NORTE - CE;TABULEIRO DO NORTE;CE;-5,24;-38,13
4853;CATIGUA - SP;CATIGUA;SP;-21,04;-49,05
1077;SANTA FE DE GOIAS - GO;SANTA FE DE GOIAS;GO;-15,76;-51,1
4770;ARUJA - SP;ARUJA;SP;-23,39;-46,32
4973;IRACEMAPOLIS - SP;IRACEMAPOLIS;SP;-22,58;-47,51
5357;VALINHOS - SP;VALINHOS;SP;-22,97;-46,99
4744;AMERICANA - SP;AMERICANA;SP;-22,73;-47,33
3807;TANGARA - RN;TANGARA;RN;-6,19;-35,8
4969;IPEUNA - SP;IPEUNA;SP;-22,43;-47,71
4800;BIRITIBA-MIRIM - SP;BIRITIBA-MIRIM;SP;-23,57;-46,03
5104;NOVA ODESSA - SP;NOVA ODESSA;SP;-22,77;-47,29
5178;PONTES GESTAL - SP;PONTES GESTAL;SP;-20,16;-49,7
4970;IPIGUA - SP;IPIGUA;SP;-20,65;-49,38
5426;GOIANORTE - TO;GOIANORTE;TO;-8,77;-48,93
3708;ITAJA - RN;ITAJA;RN;-5,64;-36,87
3738;MONTANHAS - RN;MONTANHAS;RN;-6,48;-35,28
5443;MARIANOPOLIS DO TOCANTINS - TO;MARIANOPOLIS DO TOCANTINS;TO;-9,79;-49,65
5351;UCHOA - SP;UCHOA;SP;-20,95;-49,17
3804;SITIO NOVO - RN;SITIO NOVO;RN;-6,1;-35,91
916;BRITANIA - GO;BRITANIA;GO;-15,24;-51,16
5311;SUMARE - SP;SUMARE;SP;-22,82;-47,26
4945;HORTOLANDIA - SP;HORTOLANDIA;SP;-22,85;-47,22
5208;RIBEIRAO BONITO - SP;RIBEIRAO BONITO;SP;-22,06;-48,17
5072;MOJI DAS CRUZES - SP;MOJI DAS CRUZES;SP;-23,52;-46,18
5364;VINHEDO - SP;VINHEDO;SP;-23,03;-46,97
786;TAMBORIL - CE;TAMBORIL;CE;-4,83;-40,32
2651;MATARACA - PB;MATARACA;PB;-6,6;-35,05
2555;BAIA DA TRAICAO - PB;BAIA DA TRAICAO;PB;-6,68;-34,93
1281;SANTA FILOMENA DO MARANHAO - MA;SANTA FILOMENA DO MARANHAO;MA;-5,5;-44,56
5048;MAIRIPORA - SP;MAIRIPORA;SP;-23,31;-46,58
765;QUIXADA - CE;QUIXADA;CE;-4,97;-39,01
5069;MIRASSOLANDIA - SP;MIRASSOLANDIA;SP;-20,61;-49,46
1203;GRACA ARANHA - MA;GRACA ARANHA;MA;-5,41;-44,33
733;MORADA NOVA - CE;MORADA NOVA;CE;-5,1;-38,37
5036;LOUVEIRA - SP;LOUVEIRA;SP;-23,08;-46,95
5241;SANTA BARBARA D'OESTE - SP;SANTA BARBARA D'OESTE;SP;-22,75;-47,41
4854;CEDRAL - SP;CEDRAL;SP;-20,9;-49,26
3794;SAO TOME - RN;SAO TOME;RN;-5,97;-36,07
3779;SANTO ANTONIO - RN;SANTO ANTONIO;RN;-6,31;-35,47
988;IPORA - GO;IPORA;GO;-16,44;-51,11
4835;CAMPO LIMPO PAULISTA - SP;CAMPO LIMPO PAULISTA;SP;-23,2;-46,78
893;AMORINOPOLIS - GO;AMORINOPOLIS;GO;-16,61;-51,09
3657;ACU - RN;ACU;RN;-5,57;-36,9
4992;ITAQUAQUECETUBA - SP;ITAQUAQUECETUBA;SP;-23,48;-46,34
719;MADALENA - CE;MADALENA;CE;-4,85;-39,57
4920;GAVIAO PEIXOTO - SP;GAVIAO PEIXOTO;SP;-21,83;-48,49
3801;SERRINHA - RN;SERRINHA;RN;-6,27;-35,49
3817;VARZEA - RN;VARZEA;RN;-6,34;-35,37
718;LIMOEIRO DO NORTE - CE;LIMOEIRO DO NORTE;CE;-5,14;-38,09
5099;NOVA EUROPA - SP;NOVA EUROPA;SP;-21,77;-48,56
5362;VARZEA PAULISTA - SP;VARZEA PAULISTA;SP;-23,21;-46,82
3759;PEDRO VELHO - RN;PEDRO VELHO;RN;-6,43;-35,22
4858;CHARQUEADA - SP;CHARQUEADA;SP;-22,51;-47,77
4746;AMERICO DE CAMPOS - SP;AMERICO DE CAMPOS;SP;-20,29;-49,73
5284;SAO JOSE DO RIO PRETO - SP;SAO JOSE DO RIO PRETO;SP;-20,82;-49,37
5021;JUNDIAI - SP;JUNDIAI;SP;-23,18;-46,88
4892;ELISIARIO - SP;ELISIARIO;SP;-21,16;-49,11
631;ARARENDA - CE;ARARENDA;CE;-4,75;-40,83
732;MONSENHOR TABOSA - CE;MONSENHOR TABOSA;CE;-4,78;-40,06
5172;POA - SP;POA;SP;-23,52;-46,34
1199;GOVERNADOR EUGENIO BARROS - MA;GOVERNADOR EUGENIO BARROS;MA;-5,32;-44,24
5313;SUZANO - SP;SUZANO;SP;-23,54;-46,31
4914;FRANCISCO MORATO - SP;FRANCISCO MORATO;SP;-23,28;-46,74
3663;ANGICOS - RN;ANGICOS;RN;-5,66;-36,6
3696;FERNANDO PEDROZA - RN;FERNANDO PEDROZA;RN;-5,69;-36,53
1316;SENADOR ALEXANDRE COSTA - MA;SENADOR ALEXANDRE COSTA;MA;-5,25;-44,05
760;PORANGA - CE;PORANGA;CE;-4,74;-40,92
2990;CAMPO MAIOR - PI;CAMPO MAIOR;PI;-4,82;-42,16
5340;TRABIJU - SP;TRABIJU;SP;-22,04;-48,33
3765;PRESIDENTE JUSCELINO - RN;PRESIDENTE JUSCELINO;RN;-6,1;-35,71
690;IBICUITINGA - CE;IBICUITINGA;CE;-4,97;-38,63
4801;BOA ESPERANCA DO SUL - SP;BOA ESPERANCA DO SUL;SP;-21,99;-48,39
5468;PEQUIZEIRO - TO;PEQUIZEIRO;TO;-8,59;-48,93
3046;JATOBA DO PIAUI - PI;JATOBA DO PIAUI;PI;-4,77;-41,81
3724;LAGOA DE VELHOS - RN;LAGOA DE VELHOS;RN;-6;-35,87
4915;FRANCO DA ROCHA - SP;FRANCO DA ROCHA;SP;-23,32;-46,72
3713;JANUARIO CICCO - RN;JANUARIO CICCO;RN;-6,15;-35,6
4908;FERRAZ DE VASCONCELOS - SP;FERRAZ DE VASCONCELOS;SP;-23,54;-46,36
5408;COLINAS DO TOCANTINS - TO;COLINAS DO TOCANTINS;TO;-8,05;-48,47
3693;ESPIRITO SANTO - RN;ESPIRITO SANTO;RN;-6,33;-35,3
4848;CARDOSO - SP;CARDOSO;SP;-20,08;-49,91
5315;TABATINGA - SP;TABATINGA;SP;-21,71;-48,68
2374;SAO FELIX DO ARAGUAIA - MT;SAO FELIX DO ARAGUAIA;MT;-11,61;-50,66
4885;DOURADO - SP;DOURADO;SP;-22,1;-48,31
3753;PASSAGEM - RN;PASSAGEM;RN;-6,27;-35,37
4978;ITAJOBI - SP;ITAJOBI;SP;-21,31;-49,05
5082;MONTE MOR - SP;MONTE MOR;SP;-22,94;-47,31
3671;BARCELONA - RN;BARCELONA;RN;-5,95;-35,92
4940;GUARULHOS - SP;GUARULHOS;SP;-23,46;-46,53
4816;BROTAS - SP;BROTAS;SP;-22,28;-48,12
4988;ITAPOLIS - SP;ITAPOLIS;SP;-21,59;-48,81
4950;IBIRA - SP;IBIRA;SP;-21,08;-49,24
1072;RIO VERDE - GO;RIO VERDE;GO;-17,79;-50,92
663;CHORO - CE;CHORO;CE;-4,84;-39,14
739;NOVA RUSSAS - CE;NOVA RUSSAS;CE;-4,7;-40,56
5052;MARAPOAMA - SP;MARAPOAMA;SP;-21,25;-49,12
3706;IPANGUACU - RN;IPANGUACU;RN;-5,49;-36,85
5001;ITUPEVA - SP;ITUPEVA;SP;-23,15;-47,05
956;DIORAMA - GO;DIORAMA;GO;-16,23;-51,25
5161;PIRACICABA - SP;PIRACICABA;SP;-22,72;-47,64
4827;CAIEIRAS - SP;CAIEIRAS;SP;-23,36;-46,74
1302;SAO JOAO DO SOTER - MA;SAO JOAO DO SOTER;MA;-5,11;-43,81
768;QUIXERE - CE;QUIXERE;CE;-5,07;-37,98
3072;MILTON BRANDAO - PI;MILTON BRANDAO;PI;-4,68;-41,42
3680;CANGUARETAMA - RN;CANGUARETAMA;RN;-6,38;-35,12
3796;SENADOR ELOI DE SOUZA - RN;SENADOR ELOI DE SOUZA;RN;-6,03;-35,69
1097;SAO SIMAO - GO;SAO SIMAO;GO;-18,99;-50,54
5322;TANABI - SP;TANABI;SP;-20,62;-49,64
1726;ITURAMA - MG;ITURAMA;MG;-19,72;-50,19
4778;BADY BASSITT - SP;BADY BASSITT;SP;-20,91;-49,44
5291;SAO PEDRO - SP;SAO PEDRO;SP;-22,54;-47,91
3726;LAGOA SALGADA - RN;LAGOA SALGADA;RN;-6,13;-35,49
3774;RUY BARBOSA - RN;RUY BARBOSA;RN;-5,88;-35,93
5068;MIRASSOL - SP;MIRASSOL;SP;-20,81;-49,52
4963;INDAIATUBA - SP;INDAIATUBA;SP;-23,09;-47,21
4780;BALSAMO - SP;BALSAMO;SP;-20,73;-49,58
4732;AGUAS DE SAO PEDRO - SP;AGUAS DE SAO PEDRO;SP;-22,59;-47,87
1270;PRESIDENTE DUTRA - MA;PRESIDENTE DUTRA;MA;-5,29;-44,49
4870;COSMORAMA - SP;COSMORAMA;SP;-20,47;-49,77
3727;LAJES - RN;LAJES;RN;-5,7;-36,24
5184;POTIRENDABA - SP;POTIRENDABA;SP;-21,04;-49,37
3675;BREJINHO - RN;BREJINHO;RN;-6,19;-35,35
3723;LAGOA DE PEDRAS - RN;LAGOA DE PEDRAS;RN;-6,14;-35,43
659;CATUNDA - CE;CATUNDA;CE;-4,64;-40,2
2165;UNIAO DE MINAS - MG;UNIAO DE MINAS;MG;-19,53;-50,33
4829;CAJAMAR - SP;CAJAMAR;SP;-23,35;-46,87
5220;RIO DAS PEDRAS - SP;RIO DAS PEDRAS;SP;-22,84;-47,6
3701;GOIANINHA - RN;GOIANINHA;RN;-6,26;-35,21
5390;BABACULANDIA - TO;BABACULANDIA;TO;-7,2;-47,75
3051;JOSE DE FREITAS - PI;JOSE DE FREITAS;PI;-4,75;-42,57
4740;ALVARES FLORENCE - SP;ALVARES FLORENCE;SP;-20,32;-49,91
5355;URUPES - SP;URUPES;SP;-21,2;-49,29
4891;ELIAS FAUSTO - SP;ELIAS FAUSTO;SP;-23,04;-47,37
4952;IBITINGA - SP;IBITINGA;SP;-21,75;-48,82
