ID;Mun/UF;MUNICIPIO;UF;LATITUDE;LONGITUDE
612;VITORIA DA CONQUISTA - BA;VITORIA DA CONQUISTA;BA;-14,86;-40,83
236;BARRA DO CHOCA - BA;BARRA DO CHOCA;BA;-14,88;-40,57
214;ANAGE - BA;ANAGE;BA;-14,61;-41,13
506;PLANALTO - BA;PLANALTO;BA;-14,67;-40,47
243;BELO CAMPO - BA;BELO CAMPO;BA;-15,03;-41,26
388;ITAMBE - BA;ITAMBE;BA;-15,24;-40,62
259;CAATIBA - BA;CAATIBA;BA;-14,97;-40,4
264;CAETANOS - BA;CAETANOS;BA;-14,33;-40,91
285;CARAIBAS - BA;CARAIBAS;BA;-14,6;-41,33
592;TREMEDAL - BA;TREMEDAL;BA;-14,97;-41,41
507;POCOES - BA;POCOES;BA;-14,53;-40,36
248;BOM JESUS DA SERRA - BA;BOM JESUS DA SERRA;BA;-14,37;-40,5
527;RIBEIRAO DO LARGO - BA;RIBEIRAO DO LARGO;BA;-15,45;-40,73
458;MIRANTE - BA;MIRANTE;BA;-14,24;-40,77
440;MAETINGA - BA;MAETINGA;BA;-14,66;-41,49
323;ENCRUZILHADA - BA;ENCRUZILHADA;BA;-15,53;-40,9
474;NOVA CANAA - BA;NOVA CANAA;BA;-14,79;-40,14
394;ITAPETINGA - BA;ITAPETINGA;BA;-15,24;-40,24
280;CANDIDO SALES - BA;CANDIDO SALES;BA;-15,5;-41,23
225;ARACATU - BA;ARACATU;BA;-14,42;-41,46
363;IGUAI - BA;IGUAI;BA;-14,75;-40,08
402;ITORORO - BA;ITORORO;BA;-15,11;-40,07
245;BOA NOVA - BA;BOA NOVA;BA;-14,36;-40,2
436;MACARANI - BA;MACARANI;BA;-15,56;-40,42
514;PRESIDENTE JANIO QUADROS - BA;PRESIDENTE JANIO QUADROS;BA;-14,68;-41,67
1805;MATA VERDE - MG;MATA VERDE;MG;-15,68;-40,74
350;IBICUI - BA;IBICUI;BA;-14,84;-39,98
503;PIRIPA - BA;PIRIPA;BA;-14,94;-41,72
1588;DIVISOPOLIS - MG;DIVISOPOLIS;MG;-15,72;-41
333;FIRMINO ALVES - BA;FIRMINO ALVES;BA;-14,98;-39,92
582;TANHACU - BA;TANHACU;BA;-14,02;-41,24
445;MANOEL VITORINO - BA;MANOEL VITORINO;BA;-14,14;-40,24
441;MAIQUINIQUE - BA;MAIQUINIQUE;BA;-15,62;-40,26
1586;DIVISA ALEGRE - MG;DIVISA ALEGRE;MG;-15,72;-41,34
1854;NINHEIRA - MG;NINHEIRA;MG;-15,32;-41,75
539;SANTA CRUZ DA VITORIA - BA;SANTA CRUZ DA VITORIA;BA;-14,96;-39,81
318;DARIO MEIRA - BA;DARIO MEIRA;BA;-14,43;-39,9
256;BRUMADO - BA;BRUMADO;BA;-14,2;-41,66
1394;BANDEIRA - MG;BANDEIRA;MG;-15,88;-40,55
1347;AGUAS VERMELHAS - MG;AGUAS VERMELHAS;MG;-15,74;-41,46
308;CORDEIROS - BA;CORDEIROS;BA;-15,03;-41,93
305;CONDEUBA - BA;CONDEUBA;BA;-14,89;-41,96
380;ITAGI - BA;ITAGI;BA;-14,16;-40
444;MALHADA DE PEDRAS - BA;MALHADA DE PEDRAS;BA;-14,38;-41,87
398;ITARANTIM - BA;ITARANTIM;BA;-15,66;-40,06
342;GUAJERU - BA;GUAJERU;BA;-14,54;-41,94
306;CONTENDAS DO SINCORA - BA;CONTENDAS DO SINCORA;BA;-13,76;-41,04
384;ITAJU DO COLONIA - BA;ITAJU DO COLONIA;BA;-15,14;-39,72
403;ITUACU - BA;ITUACU;BA;-13,81;-41,29
381;ITAGIBA - BA;ITAGIBA;BA;-14,28;-39,84
1407;BERIZAL - MG;BERIZAL;MG;-15,61;-41,74
334;FLORESTA AZUL - BA;FLORESTA AZUL;BA;-14,86;-39,66
210;ALMADINA - BA;ALMADINA;BA;-14,7;-39,63
511;POTIRAGUA - BA;POTIRAGUA;BA;-15,59;-39,87
207;AIQUARA - BA;AIQUARA;BA;-14,12;-39,88
2073;SAO JOAO DO PARAISO - MG;SAO JOAO DO PARAISO;MG;-15,31;-42,01
1906;PEDRA AZUL - MG;PEDRA AZUL;MG;-16;-41,29
1751;JORDANIA - MG;JORDANIA;MG;-15,9;-40,17
348;IBICARAI - BA;IBICARAI;BA;-14,86;-39,58
413;JEQUIE - BA;JEQUIE;BA;-13,85;-40,08
1444;CACHOEIRA DE PAJEU - MG;CACHOEIRA DE PAJEU;MG;-15,96;-41,49
416;JITAUNA - BA;JITAUNA;BA;-14,01;-39,88
529;RIO DO ANTONIO - BA;RIO DO ANTONIO;BA;-14,41;-42,07
298;COARACI - BA;COARACI;BA;-14,64;-39,55
492;PAU BRASIL - BA;PAU BRASIL;BA;-15,46;-39,65
367;IPIAU - BA;IPIAU;BA;-14,13;-39,73
235;BARRA DA ESTIVA - BA;BARRA DA ESTIVA;BA;-13,62;-41,32
1355;ALMENARA - MG;ALMENARA;MG;-16,18;-40,69
396;ITAPITANGA - BA;ITAPITANGA;BA;-14,42;-39,56
241;BARRO PRETO - BA;Barro Preto (antigo Gov. Lomanto Jr.);BA;-14,81;-39,47
421;JUSSARI - BA;JUSSARI;BA;-15,19;-39,49
423;LAFAIETE COUTINHO - BA;LAFAIETE COUTINHO;BA;-13,65;-40,21
238;BARRA DO ROCHA - BA;BARRA DO ROCHA;BA;-14,21;-39,6
262;CACULE - BA;CACULE;BA;-14,5;-42,22
1729;JACINTO - MG;JACINTO;MG;-16,14;-40,29
392;ITAPE - BA;ITAPE;BA;-14,89;-39,42
320;DOM BASILIO - BA;DOM BASILIO;BA;-13,76;-41,77
356;IBIRATAIA - BA;IBIRATAIA;BA;-14,06;-39,64
269;CAMACAN - BA;CAMACAN;BA;-15,41;-39,49
1569;CURRAL DE DENTRO - MG;CURRAL DE DENTRO;MG;-15,93;-41,84
2000;SALTO DA DIVISA - MG;SALTO DA DIVISA;MG;-16;-39,94
1686;INDAIABIRA - MG;INDAIABIRA;MG;-15,49;-42,19
597;UBATA - BA;UBATA;BA;-14,21;-39,52
385;ITAJUIPE - BA;ITAJUIPE;BA;-14,67;-39,37
228;ARATACA - BA;ARATACA;BA;-15,26;-39,41
340;GONGOGI - BA;GONGOGI;BA;-14,32;-39,46
462;MORTUGABA - BA;MORTUGABA;BA;-15,02;-42,36
447;MARACAS - BA;MARACAS;BA;-13,44;-40,43
223;APUAREMA - BA;APUAREMA;BA;-13,85;-39,74
1816;MEDINA - MG;MEDINA;MG;-16,22;-41,47
559;SAO JOSE DA VITORIA - BA;SAO JOSE DA VITORIA;BA;-15,08;-39,33
400;ITIRUCU - BA;ITIRUCU;BA;-13,53;-40,15
347;IBIASSUCE - BA;IBIASSUCE;BA;-14,25;-42,25
2006;SANTA CRUZ DE SALINAS - MG;SANTA CRUZ DE SALINAS;MG;-16,09;-41,74
424;LAGOA REAL - BA;LAGOA REAL;BA;-14,03;-42,14
257;BUERAREMA - BA;BUERAREMA;BA;-14,95;-39,3
2171;VARGEM GRANDE DO RIO PARDO - MG;VARGEM GRANDE DO RIO PARDO;MG;-15,4;-42,3
349;IBICOARA - BA;IBICOARA;BA;-13,41;-41,28
428;LAJEDO DO TABOCAL - BA;LAJEDO DO TABOCAL;BA;-13,47;-40,22
377;ITABUNA - BA;ITABUNA;BA;-14,78;-39,28
422;JUSSIAPE - BA;JUSSIAPE;BA;-13,51;-41,59
407;JACARACI - BA;JACARACI;BA;-14,85;-42,43
1995;RUBIM - MG;RUBIM;MG;-16,37;-40,53
2015;SANTA MARIA DO SALTO - MG;SANTA MARIA DO SALTO;MG;-16,24;-40,14
602;URUCUCA - BA;URUCUCA;BA;-14,59;-39,28
434;LIVRAMENTO DO BRUMADO - BA;LIVRAMENTO DO BRUMADO;BA;-13,64;-41,84
1744;JEQUITINHONHA - MG;JEQUITINHONHA;MG;-16,43;-41
541;SANTA LUZIA - BA;SANTA LUZIA;BA;-15,42;-39,33
387;ITAMARI - BA;ITAMARI;BA;-13,77;-39,68
409;JAGUAQUARA - BA;JAGUAQUARA;BA;-13,53;-39,97
371;IRAMAIA - BA;IRAMAIA;BA;-13,28;-40,95
230;AURELINO LEAL - BA;AURELINO LEAL;BA;-14,31;-39,32
596;UBAITABA - BA;UBAITABA;BA;-14,31;-39,32
476;NOVA IBIA - BA;NOVA IBIA;BA;-13,81;-39,62
528;RIO DE CONTAS - BA;RIO DE CONTAS;BA;-13,57;-41,81
354;IBIRAPITANGA - BA;IBIRAPITANGA;BA;-14,16;-39,37
433;LICINIO DE ALMEIDA - BA;LICINIO DE ALMEIDA;BA;-14,68;-42,5
1839;MONTEZUMA - MG;MONTEZUMA;MG;-15,17;-42,49
2136;TAIOBEIRAS - MG;TAIOBEIRAS;MG;-15,8;-42,23
451;MASCOTE - BA;MASCOTE;BA;-15,56;-39,3
397;ITAQUARA - BA;ITAQUARA;BA;-13,45;-39,94
393;ITAPEBI - BA;ITAPEBI;BA;-15,95;-39,53
505;PLANALTINO - BA;PLANALTINO;BA;-13,25;-40,36
1524;COMERCINHO - MG;COMERCINHO;MG;-16,29;-41,79
382;ITAGIMIRIM - BA;ITAGIMIRIM;BA;-16,08;-39,61
336;GANDU - BA;GANDU;BA;-13,74;-39,48
601;URANDI - BA;URANDI;BA;-14,77;-42,65
1978;RIO DO PRADO - MG;RIO DO PRADO;MG;-16,6;-40,57
364;ILHEUS - BA;ILHEUS;BA;-14,78;-39,04
1622;FELISBURGO - MG;FELISBURGO;MG;-16,63;-40,76
265;CAETITE - BA;CAETITE;BA;-14,06;-42,47
370;IRAJUBA - BA;IRAJUBA;BA;-13,25;-40,08
600;UNA - BA;UNA;BA;-15,29;-39,07
2041;SANTO ANTONIO DO RETIRO - MG;SANTO ANTONIO DO RETIRO;MG;-15,33;-42,62
615;WENCESLAU GUIMARAES - BA;WENCESLAU GUIMARAES;BA;-13,68;-39,47
2039;SANTO ANTONIO DO JACINTO - MG;SANTO ANTONIO DO JACINTO;MG;-16,53;-40,17
202;ABAIRA - BA;ABAIRA;BA;-13,25;-41,66
1746;JOAIMA - MG;JOAIMA;MG;-16,65;-41,03
1984;RIO PARDO DE MINAS - MG;RIO PARDO DE MINAS;MG;-15,61;-42,54
1714;ITAOBIM - MG;ITAOBIM;MG;-16,56;-41,5
502;PIRAI DO NORTE - BA;PIRAI DO NORTE;BA;-13,76;-39,37
313;CRAVOLANDIA - BA;CRAVOLANDIA;BA;-13,35;-39,81
499;PINDAI - BA;PINDAI;BA;-14,49;-42,68
590;TEOLANDIA - BA;TEOLANDIA;BA;-13,6;-39,49
540;SANTA INES - BA;SANTA INES;BA;-13,29;-39,81
379;ITAETE - BA;ITAETE;BA;-12,98;-40,97
450;MARCIONILIO SOUZA - BA;MARCIONILIO SOUZA;BA;-13;-40,53
1866;NOVORIZONTE - MG;NOVORIZONTE;MG;-16,01;-42,4
378;ITACARE - BA;ITACARE;BA;-14,27;-38,99
1610;ESPINOSA - MG;ESPINOSA;MG;-14,92;-42,81
1886;PALMOPOLIS - MG;PALMOPOLIS;MG;-16,73;-40,42
1999;SALINAS - MG;SALINAS;MG;-16,17;-42,29
325;ERICO CARDOSO - BA;ERICO CARDOSO;BA;-13,41;-42,14
463;MUCUGE - BA;MUCUGE;BA;-13;-41,37
497;PIATA - BA;PIATA;BA;-13,15;-41,77
271;CAMAMU - BA;CAMAMU;BA;-13,94;-39,1
328;EUNAPOLIS - BA;EUNAPOLIS;BA;-16,37;-39,58
449;MARAU - BA;MARAU;BA;-14,1;-39,01
489;PARAMIRIM - BA;PARAMIRIM;BA;-13,44;-42,23
1722;ITINGA - MG;ITINGA;MG;-16,61;-41,76
362;IGRAPIUNA - BA;IGRAPIUNA;BA;-13,82;-39,14
595;UBAIRA - BA;UBAIRA;BA;-13,26;-39,66
1832;MONTE AZUL - MG;MONTE AZUL;MG;-15,15;-42,87
343;GUANAMBI - BA;GUANAMBI;BA;-14,22;-42,78
515;PRESIDENTE TANCREDO NEVES - BA;PRESIDENTE TANCREDO NEVES;BA;-13,44;-39,42
1948;PONTO DOS VOLANTES - MG;PONTO DOS VOLANTES;MG;-16,75;-41,5
477;NOVA ITARANA - BA;NOVA ITARANA;BA;-13,02;-40,06
344;GUARATINGA - BA;GUARATINGA;BA;-16,58;-39,78
279;CANDIBA - BA;CANDIBA;BA;-14,41;-42,86
404;ITUBERA - BA;ITUBERA;BA;-13,73;-39,14
276;CANAVIEIRAS - BA;CANAVIEIRAS;BA;-15,67;-38,94
1812;MATO VERDE - MG;MATO VERDE;MG;-15,39;-42,86
1640;FRONTEIRA DOS VALES - MG;FRONTEIRA DOS VALES;MG;-16,89;-40,92
1835;MONTE FORMOSO - MG;MONTE FORMOSO;MG;-16,86;-41,25
415;JIQUIRICA - BA;JIQUIRICA;BA;-13,25;-39,57
253;BREJOES - BA;BREJOES;BA;-13,1;-39,79
1789;MAMONAS - MG;MAMONAS;MG;-15,05;-42,94
568;SEBASTIAO LARANJEIRAS - BA;SEBASTIAO LARANJEIRAS;BA;-14,57;-42,94
1994;RUBELITA - MG;RUBELITA;MG;-16,4;-42,26
478;NOVA REDENCAO - BA;NOVA REDENCAO;BA;-12,81;-41,07
1641;FRUTA DE LEITE - MG;FRUTA DE LEITE;MG;-16,13;-42,53
583;TANQUE NOVO - BA;TANQUE NOVO;BA;-13,54;-42,49
293;CATURAMA - BA;CATURAMA;BA;-13,32;-42,29
419;JUCURUCU - BA;JUCURUCU;BA;-16,84;-40,15
470;MUTUIPE - BA;MUTUIPE;BA;-13,22;-39,5
1507;CATUTI - MG;CATUTI;MG;-15,35;-42,96
215;ANDARAI - BA;ANDARAI;BA;-12,8;-41,33
361;IGAPORA - BA;IGAPORA;BA;-13,77;-42,71
375;ITABELA - BA;ITABELA;BA;-16,57;-39,55
2010;SANTA HELENA DE MINAS - MG;SANTA HELENA DE MINAS;MG;-16,98;-40,68
472;NILO PECANHA - BA;NILO PECANHA;BA;-13,59;-39,1
242;BELMONTE - BA;BELMONTE;BA;-15,86;-38,88
453;MATINA - BA;MATINA;BA;-13,9;-42,84
585;TAPEROA - BA;TAPEROA;BA;-13,53;-39,09
1552;CORONEL MURTA - MG;CORONEL MURTA;MG;-16,61;-42,18
2124;SERRANOPOLIS DE MINAS - MG;SERRANOPOLIS DE MINAS;MG;-15,82;-42,87
425;LAJE - BA;LAJE;BA;-13,18;-39,42
346;IACU - BA;IACU;BA;-12,76;-40,21
1879;PADRE CARVALHO - MG;PADRE CARVALHO;MG;-16,36;-42,51
211;AMARGOSA - BA;AMARGOSA;BA;-13,03;-39,6
252;BOTUPORA - BA;BOTUPORA;BA;-13,38;-42,52
353;IBIQUERA - BA;IBIQUERA;BA;-12,65;-40,93
1785;MACHACALIS - MG;MACHACALIS;MG;-17,07;-40,71
246;BOA VISTA DO TUPIM - BA;BOA VISTA DO TUPIM;BA;-12,66;-40,6
1408;BERTOPOLIS - MG;BERTOPOLIS;MG;-17,06;-40,57
456;MILAGRES - BA;MILAGRES;BA;-12,87;-39,85
1645;GAMELEIRAS - MG;GAMELEIRAS;MG;-15,08;-43,12
1346;AGUAS FORMOSAS - MG;AGUAS FORMOSAS;MG;-17,08;-40,93
530;RIO DO PIRES - BA;RIO DO PIRES;BA;-13,12;-42,29
267;CAIRU - BA;CAIRU;BA;-13,48;-39,04
1881;PAI PEDRO - MG;PAI PEDRO;MG;-15,51;-43,06
538;SANTA CRUZ CABRALIA - BA;SANTA CRUZ CABRALIA;BA;-16,27;-39,02
561;SAO MIGUEL DAS MATAS - BA;SAO MIGUEL DAS MATAS;BA;-13,04;-39,45
1949;PORTEIRINHA - MG;PORTEIRINHA;MG;-15,74;-43,02
604;VALENCA - BA;VALENCA;BA;-13,37;-39,07
1880;PADRE PARAISO - MG;PADRE PARAISO;MG;-17,07;-41,52
1374;ARACUAI - MG;ARACUAI;MG;-16,85;-42,07
322;ELISIO MEDRADO - BA;ELISIO MEDRADO;BA;-12,94;-39,52
1754;JOSENOPOLIS - MG;JOSENOPOLIS;MG;-16,54;-42,51
487;PALMAS DE MONTE ALTO - BA;PALMAS DE MONTE ALTO;BA;-14,26;-43,16
510;PORTO SEGURO - BA;PORTO SEGURO;BA;-16,45;-39,06
390;ITANHEM - BA;ITANHEM;BA;-17,16;-40,33
249;BONINAL - BA;BONINAL;BA;-12,7;-41,82
432;LENCOIS - BA;LENCOIS;BA;-12,56;-41,39
609;VARZEDO - BA;VARZEDO;BA;-12,97;-39,39
1560;CRISOLITA - MG;CRISOLITA;MG;-17,23;-40,91
524;RIACHO DE SANTANA - BA;RIACHO DE SANTANA;BA;-13,6;-42,93
376;ITABERABA - BA;ITABERABA;BA;-12,52;-40,3
2163;UMBURATIBA - MG;UMBURATIBA;MG;-17,25;-40,57
1973;RIACHO DOS MACHADOS - MG;RIACHO DOS MACHADOS;MG;-16;-43,04
2184;VIRGEM DA LAPA - MG;VIRGEM DA LAPA;MG;-16,8;-42,34
481;NOVO HORIZONTE - BA;NOVO HORIZONTE;BA;-12,8;-42,16
399;ITATIM - BA;ITATIM;BA;-12,71;-39,69
488;PALMEIRAS - BA;PALMEIRAS;BA;-12,52;-41,55
549;SANTO ANTONIO DE JESUS - BA;SANTO ANTONIO DE JESUS;BA;-12,96;-39,26
1480;CARAI - MG;CARAI;MG;-17,18;-41,69
544;SANTA TERESINHA - BA;SANTA TERESINHA;BA;-12,77;-39,52
611;VEREDA - BA;VEREDA;BA;-17,22;-40,09
427;LAJEDINHO - BA;LAJEDINHO;BA;-12,35;-40,9
386;ITAMARAJU - BA;ITAMARAJU;BA;-17,03;-39,53
467;MUNIZ FERREIRA - BA;MUNIZ FERREIRA;BA;-13;-39,11
290;CASTRO ALVES - BA;CASTRO ALVES;BA;-12,76;-39,42
1506;CATUJI - MG;CATUJI;MG;-17,31;-41,51
352;IBIPITANGA - BA;IBIPITANGA;BA;-12,88;-42,48
229;ARATUIPE - BA;ARATUIPE;BA;-13,07;-39
321;DOM MACEDO COSTA - BA;DOM MACEDO COSTA;BA;-12,9;-39,19
1735;JANAUBA - MG;JANAUBA;MG;-15,8;-43,3
1860;NOVA PORTEIRINHA - MG;NOVA PORTEIRINHA;MG;-15,8;-43,3
1904;PAVAO - MG;PAVAO;MG;-17,42;-40,99
471;NAZARE - BA;NAZARE;BA;-13,03;-39,01
1865;NOVO ORIENTE DE MINAS - MG;NOVO ORIENTE DE MINAS;MG;-17,41;-41,21
1632;FRANCISCO BADARO - MG;FRANCISCO BADARO;MG;-16,99;-42,35
357;IBITIARA - BA;IBITIARA;BA;-12,65;-42,21
437;MACAUBAS - BA;MACAUBAS;BA;-13,01;-42,69
454;MEDEIROS NETO - BA;MEDEIROS NETO;BA;-17,37;-40,22
411;JAGUARIPE - BA;JAGUARIPE;BA;-13,11;-38,89
613;WAGNER - BA;WAGNER;BA;-12,28;-41,16
1740;JENIPAPO DE MINAS - MG;JENIPAPO DE MINAS;MG;-17,08;-42,25
1653;GRAO MOGOL - MG;GRAO MOGOL;MG;-16,55;-42,89
533;RUY BARBOSA - BA;RUY BARBOSA;BA;-12,28;-40,49
1406;BERILO - MG;BERILO;MG;-16,95;-42,46
567;SEABRA - BA;SEABRA;BA;-12,41;-41,77
301;CONCEICAO DO ALMEIDA - BA;CONCEICAO DO ALMEIDA;BA;-12,8;-39,16
1752;JOSE GONCALVES DE MINAS - MG;JOSE GONCALVES DE MINAS;MG;-16,9;-42,6
1704;ITAIPE - MG;ITAIPE;MG;-17,4;-41,66
553;SAO FELIPE - BA;SAO FELIPE;BA;-12,84;-39,08
405;IUIU - BA;IUIU;BA;-14,41;-43,55
563;SAPEACU - BA;SAPEACU;BA;-12,72;-39,18
372;IRAQUARA - BA;IRAQUARA;BA;-12,24;-41,61
251;BOQUIRA - BA;BOQUIRA;BA;-12,82;-42,73
1562;CRISTALIA - MG;CRISTALIA;MG;-16,8;-42,86
1514;CHAPADA DO NORTE - MG;CHAPADA DO NORTE;MG;-17,08;-42,53
2177;VERDELANDIA - MG;VERDELANDIA;MG;-15,58;-43,6
435;MACAJUBA - BA;MACAJUBA;BA;-12,13;-40,36
316;CRUZ DAS ALMAS - BA;CRUZ DAS ALMAS;BA;-12,67;-39,1
1864;NOVO CRUZEIRO - MG;NOVO CRUZEIRO;MG;-17,46;-41,87
1733;JAIBA - MG;JAIBA;MG;-15,33;-43,67
603;UTINGA - BA;UTINGA;BA;-12,08;-41,09
519;RAFAEL JAMBEIRO - BA;RAFAEL JAMBEIRO;BA;-12,4;-39,5
426;LAJEDAO - BA;LAJEDAO;BA;-17,61;-40,34
448;MARAGOGIPE - BA;MARAGOGIPE;BA;-12,77;-38,91
260;CABACEIRAS DO PARAGUACU - BA;CABACEIRAS DO PARAGUACU;BA;-12,53;-39,19
1487;CARLOS CHAGAS - MG;CARLOS CHAGAS;MG;-17,7;-40,76
1775;LEME DO PRADO - MG;LEME DO PRADO;MG;-17,08;-42,69
534;SALINAS DA MARGARIDA - BA;SALINAS DA MARGARIDA;BA;-12,87;-38,76
341;GOVERNADOR MANGABEIRA - BA;GOVERNADOR MANGABEIRA;BA;-12,6;-39,04
587;TEIXEIRA DE FREITAS - BA;TEIXEIRA DE FREITAS;BA;-17,53;-39,74
580;SOUTO SOARES - BA;SOUTO SOARES;BA;-12,08;-41,63
469;MURITIBA - BA;MURITIBA;BA;-12,62;-38,99
550;SANTO ESTEVAO - BA;SANTO ESTEVAO;BA;-12,43;-39,25
1820;MINAS NOVAS - MG;MINAS NOVAS;MG;-17,21;-42,59
288;CARINHANHA - BA;CARINHANHA;BA;-14,3;-43,76
443;MALHADA - BA;MALHADA;BA;-14,33;-43,77
1760;LADAINHA - MG;LADAINHA;MG;-17,63;-41,73
1428;BOTUMIRIM - MG;BOTUMIRIM;MG;-16,87;-43,01
610;VERA CRUZ - BA;VERA CRUZ;BA;-12,96;-38,6
391;ITAPARICA - BA;ITAPARICA;BA;-12,88;-38,67
355;IBIRAPUA - BA;IBIRAPUA;BA;-17,68;-40,1
554;SAO FELIX - BA;SAO FELIX;BA;-12,6;-38,97
261;CACHOEIRA - BA;CACHOEIRA;BA;-12,61;-38,95
368;IPIRA - BA;IPIRA;BA;-12,15;-39,73
250;BONITO - BA;BONITO;BA;-11,96;-41,26
512;PRADO - BA;PRADO;BA;-17,34;-39,22
565;SAUBARA - BA;SAUBARA;BA;-12,73;-38,76
220;ANTONIO CARDOSO - BA;ANTONIO CARDOSO;BA;-12,43;-39,12
535;SALVADOR - BA;SALVADOR;BA;-12,97;-38,51
571;SERRA DO RAMALHO - BA;SERRA DO RAMALHO;BA;-13,57;-43,59
247;BOM JESUS DA LAPA - BA;BOM JESUS DA LAPA;BA;-13,25;-43,41
366;IPECAETA - BA;IPECAETA;BA;-12,3;-39,3
2122;SERRA DOS AIMORES - MG;SERRA DOS AIMORES;MG;-17,78;-40,24
232;BAIXA GRANDE - BA;BAIXA GRANDE;BA;-11,96;-40,16
300;CONCEICAO DA FEIRA - BA;CONCEICAO DA FEIRA;BA;-12,5;-38,99
1810;MATIAS CARDOSO - MG;MATIAS CARDOSO;MG;-14,85;-43,92
1790;MANGA - MG;MANGA;MG;-14,75;-43,93
465;MULUNGU DO MORRO - BA;MULUNGU DO MORRO;BA;-11,96;-41,63
1848;NANUQUE - MG;NANUQUE;MG;-17,83;-40,35
1634;FRANCISCO SA - MG;FRANCISCO SA;MG;-16,47;-43,48
1368;ANGELANDIA - MG;ANGELANDIA;MG;-17,6;-42,16
586;TAPIRAMUTA - BA;TAPIRAMUTA;BA;-11,84;-40,79
2156;TURMALINA - MG;TURMALINA;MG;-17,28;-42,73
466;MUNDO NOVO - BA;MUNDO NOVO;BA;-11,85;-40,47
439;MADRE DE DEUS - BA;MADRE DE DEUS;BA;-12,74;-38,62
558;SAO GONCALO DOS CAMPOS - BA;SAO GONCALO DOS CAMPOS;BA;-12,43;-38,96
2143;TEOFILO OTONI - MG;TEOFILO OTONI;MG;-17,85;-41,5
1951;POTE - MG;POTE;MG;-17,8;-41,78
573;SERRA PRETA - BA;SERRA PRETA;BA;-12,16;-39,33
556;SAO FRANCISCO DO CONDE - BA;SAO FRANCISCO DO CONDE;BA;-12,62;-38,68
209;ALCOBACA - BA;ALCOBACA;BA;-17,51;-39,19
577;SITIO DO MATO - BA;SITIO DO MATO;BA;-13,08;-43,46
2178;VEREDINHA - MG;VEREDINHA;MG;-17,39;-42,73
548;SANTO AMARO - BA;SANTO AMARO;BA;-12,54;-38,71
1477;CAPITAO ENEAS - MG;CAPITAO ENEAS;MG;-16,32;-43,71
218;ANGUERA - BA;ANGUERA;BA;-12,15;-39,24
504;PIRITIBA - BA;PIRITIBA;BA;-11,73;-40,55
278;CANDEIAS - BA;CANDEIAS;BA;-12,66;-38,55
490;PARATINGA - BA;PARATINGA;BA;-12,69;-43,18
2067;SAO JOAO DAS MISSOES - MG;SAO JOAO DAS MISSOES;MG;-14,88;-44,09
431;LAURO DE FREITAS - BA;LAURO DE FREITAS;BA;-12,89;-38,32
1702;ITACARAMBI - MG;ITACARAMBI;MG;-15,1;-44,09
576;SIMOES FILHO - BA;SIMOES FILHO;BA;-12,78;-38,4
2128;SETUBINHA - MG;SETUBINHA;MG;-17,72;-42,27
501;PINTADAS - BA;PINTADAS;BA;-11,81;-39,9
1389;ATALEIA - MG;ATALEIA;MG;-18,04;-41,11
331;FEIRA DE SANTANA - BA;FEIRA DE SANTANA;BA;-12,26;-38,96
2175;VARZELANDIA - MG;VARZELANDIA;MG;-15,7;-44,02
1788;MALACACHETA - MG;MALACACHETA;MG;-17,84;-42,07
303;CONCEICAO DO JACUIPE - BA;CONCEICAO DO JACUIPE;BA;-12,42;-38,72
212;AMELIA RODRIGUES - BA;AMELIA RODRIGUES;BA;-12,39;-38,75
442;MAIRI - BA;MAIRI;BA;-11,71;-40,14
266;CAFARNAUM - BA;CAFARNAUM;BA;-11,69;-41,46
1701;ITACAMBIRA - MG;ITACAMBIRA;MG;-17,06;-43,3
1878;OURO VERDE DE MINAS - MG;OURO VERDE DE MINAS;MG;-18,07;-41,27
2066;SAO JOAO DA PONTE - MG;SAO JOAO DA PONTE;MG;-15,92;-44
484;OLIVEIRA DOS BREJINHOS - BA;OLIVEIRA DOS BREJINHOS;BA;-12,31;-42,89
855;PEDRO CANARIO - ES;PEDRO CANARIO;ES;-18,03;-40,15
850;MUCURICI - ES;MUCURICI;ES;-18,09;-40,51
1636;FREI GASPAR - MG;FREI GASPAR;MG;-18,06;-41,42
1472;CAPELINHA - MG;CAPELINHA;MG;-17,69;-42,51
286;CARAVELAS - BA;CARAVELAS;BA;-17,73;-39,26
494;PE DE SERRA - BA;PE DE SERRA;BA;-11,83;-39,61
1708;ITAMBACURI - MG;ITAMBACURI;MG;-18,03;-41,68
237;BARRA DO MENDES - BA;BARRA DO MENDES;BA;-11,81;-42,05
240;BARRO ALTO - BA;BARRO ALTO;BA;-11,76;-41,91
858;PONTO BELO - ES;PONTO BELO;ES;-18,12;-40,54
1759;JUVENILIA - MG;JUVENILIA;MG;-14,26;-44,16
270;CAMACARI - BA;CAMACARI;BA;-12,69;-38,32
1635;FRANCISCOPOLIS - MG;FRANCISCOPOLIS;MG;-17,96;-42
562;SAO SEBASTIAO DO PASSE - BA;SAO SEBASTIAO DO PASSE;BA;-12,51;-38,49
849;MONTANHA - ES;MONTANHA;ES;-18,12;-40,36
591;TERRA NOVA - BA;TERRA NOVA;BA;-12,39;-38,62
1757;JURAMENTO - MG;JURAMENTO;MG;-16,84;-43,58
275;CANARANA - BA;CANARANA;BA;-11,68;-41,76
1673;IBIRACATU - MG;IBIRACATU;MG;-15,66;-44,16
461;MORRO DO CHAPEU - BA;MORRO DO CHAPEU;BA;-11,55;-41,15
